,model_name,country_code,item_group_code,outlet_group_code,week_of_forecast,actual_check,absolute_actual_difference,percentage_actual_difference,absolute_forecast_difference,percentage_forecast_difference,cell,mape_diff,1-rmsse_diff,wide_mape_diff,abs_mape_diff,abs_wide_mape_diff,abs_1-rmsse_diff
16,theta,DE,PTV_FLAT,ALL,2705,0.0,21284.686453967915,1.0,23851.376085447795,1.0,DE-PTV_FLAT-ALL,1.156306828399567e-05,-0.00151604779376191,0.0005543502646423032,1.156306828399567e-05,0.0005543502646423032,0.00151604779376191
17,theta,DE,PTV_FLAT,ALL,2706,0.0,21618.032882539344,1.0,18936.566348484732,1.0,DE-PTV_FLAT-ALL,-0.0006390970897376114,-0.0007627211017541824,-0.0012284375377328016,0.0006390970897376114,0.0012284375377328016,0.0007627211017541824
18,theta,DK,MEDIATABLETS,ALL,2701,0.0,26274.0,19.0,19286.525111807918,11.0,DK-MEDIATABLETS-ALL,-0.06872321179027341,0.1524196189738518,-0.08043840538463162,0.06872321179027341,0.08043840538463162,0.1524196189738518
19,theta,DK,MEDIATABLETS,ALL,2702,0.0,27148.0,20.0,21361.69721442958,13.0,DK-MEDIATABLETS-ALL,-0.03994812069515061,0.1091724724344192,-0.06261196957179141,0.03994812069515061,0.06261196957179141,0.1091724724344192
20,theta,DK,MEDIATABLETS,ALL,2703,0.0,28093.0,20.0,22175.671753846425,14.000000000000002,DK-MEDIATABLETS-ALL,-0.016871693096929513,0.0518844988751961,-0.056393908487902794,0.016871693096929513,0.056393908487902794,0.0518844988751961
21,theta,DK,MEDIATABLETS,ALL,2704,0.0,28371.0,21.0,23691.121192252627,15.0,DK-MEDIATABLETS-ALL,-0.019583631403434915,0.0471374163855115,-0.05295000733279551,0.019583631403434915,0.05295000733279551,0.0471374163855115
22,theta,DK,MEDIATABLETS,ALL,2705,0.0,29249.0,21.0,23095.92652933991,15.0,DK-MEDIATABLETS-ALL,-0.01289341689934001,0.03146907537636261,-0.060105886119156196,0.01289341689934001,0.060105886119156196,0.03146907537636261
23,theta,DK,MEDIATABLETS,ALL,2706,0.0,29069.0,21.0,19403.500056678284,12.0,DK-MEDIATABLETS-ALL,-0.010823004542094422,0.0485220699278903,-0.0792369292864624,0.010823004542094422,0.0792369292864624,0.0485220699278903
24,theta,DK,PTV_FLAT,ALL,2701,0.0,2394.0,1.0,2820.995238483073,1.0,DK-PTV_FLAT-ALL,-0.0010627040383890118,0.0008615726215411845,0.0009754609959566063,0.0010627040383890118,0.0009754609959566063,0.0008615726215411845
25,theta,DK,PTV_FLAT,ALL,2702,0.0,2375.0,1.0,2564.085958382145,1.0,DK-PTV_FLAT-ALL,-0.00031511418451452,0.000880687577296993,-0.001650562684949508,0.00031511418451452,0.001650562684949508,0.000880687577296993
